Дата отправления;Объем кузова;Станция отправления;Станция назначения;Наименование груза;Станция отправления код;Станция назн. код;Ставка с Заказчиком б/ндс, руб;Отправки УТК, в/о;Длительность
11.12.2022;138;Речная;Металлургическая;Изделия магнезитовые;80670;80120;69439,60;1;
19.10.2022;138;Батайск;Краснодар I;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;51000;52440;69000,00;1;
29.10.2022;138;Батайск;Краснодар I;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;51000;52440;69000,00;1;
29.10.2022;138;Батайск;Краснодар I;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;51000;52440;69000,00;1;
29.10.2022;138;Батайск;Краснодар I;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;51000;52440;34500,00;1;
15.10.2022;138;Батайск;Краснодар I;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;51000;52440;34500,00;1;
21.10.2022;138;Батайск;Краснодар I;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;51000;52440;16100,00;1;
11.12.2022;150;Речная;Ревда;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;78140;77211,65;1;
10.12.2022;138;Речная;Ревда;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;78140;77211,65;1;
10.12.2022;138;Речная;Ревда;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;78140;77211,65;1;
10.12.2022;158;Речная;Ревда;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;78140;77211,65;1;
10.12.2022;138;Черкасов Камень;Абаза;Взрывчатые материалы;86380;88750;85000,00;1;
08.10.2022;138;Рыбацкое;Тверь;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;03090;06150;69000,00;1;
11.12.2022;138;Речная;Курган;Изделия магнезитовые;80670;82850;80563,36;1;
30.10.2022;138;Батайск;Минеральные Воды;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;51000;53000;69000,00;1;
06.11.2022;138;Самара;Дема;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;65790;65000;25300,00;1;
17.10.2022;138;Ишаново;Зерцалы;Смолы синтетические и пластические массы;87120;88100;11500,00;1;
11.12.2022;138;Заячья Горка;Мурзинка;Селитра аммиачная;76940;77130;56260,00;1;
10.12.2022;158;Гатово;Кутузово-Новое;Листы гипсокартонные;14510;10430;96000,00;1;
10.12.2022;138;Гатово;Кутузово-Новое;Материалы строительные, кроме железобетонных, не поименованные в алфавите;14510;10430;87000,00;1;
10.12.2022;138;Гатово;Кутузово-Новое;Материалы строительные, кроме железобетонных, не поименованные в алфавите;14510;10430;87000,00;1;
10.12.2022;157,5;Гатово;Кутузово-Новое;Листы гипсокартонные;14510;10430;96000,00;1;
10.12.2022;157,5;Гатово;Кутузово-Новое;Листы гипсокартонные;14510;10430;96000,00;1;
09.12.2022;150;Речная;Магнитогорск-Грузовой;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;81760;86460,14;1;
08.11.2022;138;Батарейная;Тайшет;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;93260;92000;52900,00;1;
09.12.2022;138;Речная;Источник;Изделия магнезитовые;80670;77500;99231,75;1;
10.12.2022;138;Речная;Круглое Поле;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;64840;90416,33;1;
17.11.2022;138;Кавказская;Лиски;Машины, оборудование и их части, кроме машин сельскохозяйственных;52000;58200;32200,00;1;
07.12.2022;138;Астара (эксп.);Гудермес;Плиты и плитки метлахские;55450;54260;23000,00;1;
09.12.2022;138;Мальта;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Соль поваренная "Экстра";93170;93710;86250,00;1;
08.10.2022;138;Отрожка;Сальск;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;59000;51840;69000,00;1;
11.12.2022;138;Богословская;Севастополь-Товарный;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;53060;85830;83333,33;1;
11.12.2022;158;Макат;Татьянка;Концентрат минеральный "Галит";66110;61200;42000,00;1;
10.10.2022;138;Батарейная;Чита I;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;93260;94000;69000,00;1;
03.11.2022;138;Екатеринбург-Сортировочный;Сургут;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;78000;79730;64400,00;1;
11.12.2022;138;Речная;Стальная;Порошок магнезитовый металлургический;80670;27460;95103,84;1;
10.12.2022;138;Полевской;Черный Мыс;Смеси сухие строительные на основе смешанных вяжущих с массовой долей полимерной составляющей до 5% массы смеси и с минеральными заполнителями, кроме смесей с огнеупорными или пористыми заполнителями;78130;79740;66000,00;1;
10.12.2022;138;Залари;Абакан;Плиты и плитки гипсовые;93040;88800;39000,00;1;
01.10.2022;138;Отрожка;Минеральные Воды;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;59000;53000;69000,00;1;
09.12.2022;138;Залари;Чита I;Материалы строительные, кроме железобетонных, не поименованные в алфавите;93040;94000;79000,00;1;
09.12.2022;150;Маарду (эксп. через порт Мууга);Михнево;Кофе натуральный;08220;19260;56000,00;1;
09.12.2022;150;Мууга (эксп.);Михнево;Масла растительные, пищевые, не поименованные в алфавите;08190;19260;56000,00;1;
11.12.2022;150;Сумгаит;Заречная;Полипропилен;54640;51070;25000,00;1;
10.12.2022;150;Сумгаит;Заречная;Сополимеры пропилена;54640;51070;25000,00;1;
09.12.2022;138;Колпино;Ворсма;Плиты и плитки гипсовые;03160;26920;40000,00;1;
09.12.2022;138;Колпино;Ворсма;Плиты и плитки гипсовые;03160;26920;40000,00;1;
09.12.2022;138;Брест-Центральный (эксп.);Новолипецк;Изделия кислотоупорные и огнеупорные, не поименованные в алфавите;13060;59220;95000,00;1;
10.12.2022;138;Хырдалан;Успенская;Соль поваренная "Экстра";54670;51090;20000,00;1;
09.12.2022;138;Мууга;Перово;Какао в бобах (сырье);08180;19380;49000,00;1;
08.10.2022;138;Хабаровск II;Тында;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;97000;91000;69000,00;1;
11.12.2022;138;Заячья Горка;Чапаевск;Селитра аммиачная;76940;63920;65475,00;1;
10.12.2022;161;Клещиха;Падунские Пороги;Сборная повагонная отправка;85020;92500;80833,33;1;
09.10.2022;138;Чита I;Белогорск;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;94000;95000;69000,00;1;
10.10.2022;138;Чита I;Белогорск;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;94000;95000;69000,00;1;
06.10.2022;138;Тимашевская;Бологое-Полоцкое;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;51620;05010;39100,00;1;
10.12.2022;138;Речная;Новолипецк;Изделия магнезитовые;80670;59220;104719,30;1;
10.12.2022;138;Речная;Новолипецк;Изделия магнезитовые;80670;59220;104719,30;1;
11.12.2022;138;Татьянка;Фаниполь;Натрия гидроксид (едкий натр, сода каустическая) твердый;61200;14460;65000,00;1;
11.12.2022;138;Татьянка;Гатово;Натрия гидроксид (едкий натр, сода каустическая) твердый;61200;14510;65000,00;1;
10.12.2022;138;Мальта;Новосибирск-Восточный;Соль поваренная "Экстра";93170;85150;37000,00;1;
10.12.2022;138;Арал Тенизи;Казань;Концентрат минеральный "Галит";67030;25030;28000,00;1;
03.10.2022;138;Раменское;Владикавказ;Грузы для личных ( бытовых) нужд;19490;53870;46000,00;1;
10.12.2022;157,5;Шакша;Клещиха;Плиты древесностружечные;65530;85020;83333,33;1;
10.12.2022;157,2;Щелково;Актобе II;Напитки, не поименованные в алфавите;23550;68960;95000,00;1;
09.12.2022;138;Кая;Коченево;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;85220;37500,00;1;
09.12.2022;150;Безенчук;Апшерон;Масло подсолнечное;63850;54800;149000,00;1;
10.12.2022;158;Безенчук;Апшерон;Масло подсолнечное;63850;54800;149000,00;1;
10.12.2022;158;Талдыкорган;Петропавловск;Аккумуляторы и батареи аккумуляторные электрические;70180;82000;54500,00;1;
02.10.2022;138;Чита I;Вихоревка;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;94000;92440;69000,00;1;
11.12.2022;138;Темиртау;Соликамск;Кальция карбид;67430;76960;50000,00;1;
11.12.2022;138;Речная;Котел;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;43860;108045,56;1;
11.12.2022;138;Речная;Котел;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;43860;108045,56;1;
10.12.2022;138;Кирсанов;Войновка;Сахар-песок;60280;79040;78333,33;1;
11.12.2022;138;Усть-Каменогорск;Келес;Жмыхи;71370;72010;120000,00;1;
10.12.2022;138;Нарышево;Махачкала;Плитки керамические, не поименованные в алфавите;65080;54330;87500,00;1;
10.12.2022;161;Комбинатская;Бишкек I;Смазки минеральные (;83150;71660;130000,00;1;
10.12.2022;138;Вохтога;Скачки;Плиты древесностружечные;30360;53220;104166,67;1;
10.12.2022;150;Кирсанов;Нукус;Масло подсолнечное;60280;73900;150000,00;1;
10.12.2022;150;Кирсанов;Нукус;Масло подсолнечное;60280;73900;150000,00;1;
10.12.2022;138;Рудня;Шувакиш;Сборная повагонная отправка;17190;78020;60000,00;1;
09.12.2022;150;Арал Тенизи;Киров-Котласский;Концентрат минеральный "Галит";67030;27030;28000,00;1;
10.12.2022;150;Речная;Таганрог;Изделия магнезито-хромитовые (перик-лазо-хромитовые);80670;51150;125275,45;1;
11.12.2022;138;Алтайская;Бугульма;Гречиха;84000;64860;55000,00;1;
09.12.2022;138;Колпны;Смычка;Сахар-песок;20890;77000;70000,00;1;
09.12.2022;138;Колпны;Смычка;Сахар-песок;20890;77000;70000,00;1;
09.12.2022;138;Колпны;Смычка;Сахар-песок;20890;77000;70000,00;1;
09.12.2022;161;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
09.12.2022;161;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
09.12.2022;161;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
09.12.2022;161;Барнаул;Назарбек;Плиты древесностружечные;84010;72220;130000,00;1;
09.12.2022;158;Барнаул;Рахимова;Плиты древесностружечные;84010;72370;130000,00;1;
09.12.2022;158;Барнаул;Рахимова;Плиты древесностружечные;84010;72370;130000,00;1;
09.12.2022;138;Заневский Пост;Обская;Сборная повагонная отправка;03690;28970;162500,00;1;
10.12.2022;138;Заневский Пост;Обская;Сборная повагонная отправка;03690;28970;162500,00;1;
10.12.2022;161;Речная;Жлобин;Блоки, панели, бетонные огнеупорные, шамотные и подобные изделия;80670;15500;130481,25;1;
09.12.2022;158;Маарду (эксп. через порт Мууга);Уральск;Орехи грецкие;08220;66560;154000,00;1;
08.11.2022;138;Кавказская;Шарташ;Машины, оборудование и их части, кроме машин сельскохозяйственных;52000;78060;52900,00;1;
09.12.2022;138;Морозовская;Ашгабат;Масло подсолнечное;58830;75280;130000,00;1;
09.12.2022;138;Морозовская;Ашгабат;Масло подсолнечное;58830;75280;130000,00;1;
09.12.2022;138;Морозовская;Ашгабат;Масло подсолнечное;58830;75280;130000,00;1;
10.12.2022;138;Морозовская;Ашгабат;Масло подсолнечное;58830;75280;130000,00;1;
21.10.2022;138;Кавказская;Чусовская;Машины, оборудование и их части, кроме машин сельскохозяйственных;52000;76730;52900,00;1;
10.12.2022;138;Костанай;Раустан;Мука пшеничная 1 сорта;68400;74100;137000,00;1;
11.12.2022;150;Арал Тенизи;Марк;Концентрат минеральный "Галит";67030;23780;28000,00;1;
11.12.2022;138;Арал Тенизи;Марк;Концентрат минеральный "Галит";67030;23780;28000,00;1;
09.12.2022;158;Арал Тенизи;Марк;Концентрат минеральный "Галит";67030;23780;28000,00;1;
09.12.2022;138;Кубанская;Заневский Пост;Сахар-песок;52980;03690;51660,00;1;
05.10.2022;138;Чита I;Северобайкальск;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;94000;90320;59800,00;1;
11.12.2022;138;Арал Тенизи;Барнаул;Соль пищевая молотая;67030;84010;43000,00;1;
10.12.2022;161;Армавир-Ростовский;Ургенч;Масло подсолнечное;53020;73830;140000,00;1;
09.12.2022;138;Усть-Лабинская;Красноселка;Жмыхи, содержащие более 1.5 % масла и не более 11 % влаги;52580;80440;62500,00;1;
09.12.2022;138;Усть-Лабинская;Красноселка;Жмыхи, содержащие более 1.5 % масла и не более 11 % влаги;52580;80440;62500,00;1;
09.12.2022;150;Жинишке;Мары;Соли сернокислые (сульфаты), не поименованные в алфавите;66780;75130;171360,00;1;
09.12.2022;150;Советск;Армавир-Ростовский;Бумага гофрированная;10480;53020;145833,33;1;
09.12.2022;138;Татьянка;Нур-Султан 1;Магния хлорид (магний хлористый, бишофит);61200;69000;110000,00;1;
11.12.2022;138;Татьянка;Нур-Султан 1;Магния хлорид (магний хлористый, бишофит);61200;69000;110000,00;1;
09.12.2022;150;Рышково;Комсомольск-Мурманский;Мука пшеничная, не поименованная в алфавите;20810;01860;103333,33;1;
11.12.2022;158;Шакша;Андижан II;Плиты древесностружечные;65530;74200;155000,00;1;
09.12.2022;138;Свислочь (эксп.);Актобе II;Эфиры, не поименованные в алфавите;13570;68960;155000,00;1;
10.12.2022;161;Барнаул;Какир;Плиты древесностружечные;84010;74220;135000,00;1;
10.12.2022;161;Барнаул;Какир;Плиты древесностружечные;84010;74220;135000,00;1;
09.12.2022;138;Жана-Есиль;Заречная (эксп.);Пшеница;68570;51530;125000,00;1;
09.12.2022;138;Жана-Есиль;Заречная (эксп.);Пшеница;68570;51530;125000,00;1;
09.12.2022;138;Жана-Есиль;Заречная (эксп.);Пшеница;68570;51530;125000,00;1;
09.12.2022;138;Жана-Есиль;Заречная (эксп.);Пшеница;68570;51530;125000,00;1;
10.12.2022;138;Жана-Есиль;Заречная (эксп.);Пшеница;68570;51530;125000,00;1;
10.12.2022;138;Жана-Есиль;Заречная (эксп.);Пшеница;68570;51530;125000,00;1;
10.12.2022;138;Жана-Есиль;Заречная (эксп.);Пшеница;68570;51530;125000,00;1;
11.12.2022;161;Барнаул;Андижан I;Плиты древесностружечные;84010;74360;135000,00;1;
09.12.2022;138;Денисовка;Темрюк (эксп.);Пшеница;68360;52780;115000,00;1;
11.12.2022;161;Купавна;Нижневартовск I;Антифризы, не поименованные в алфавите;23050;79800;170000,00;1;
10.12.2022;138;Черкасов Камень;Солнцевая;Взрывчатые материалы;86380;94770;175000,00;1;
10.12.2022;138;Черкасов Камень;Солнцевая;Вагоны железнодорожные, перевозимые на своих осях, не поименованные в алфавите;86380;94770;164166,67;1;
09.12.2022;138;Янко;Ейск (эксп.);Пшеница;68660;51520;94211,00;1;
09.12.2022;138;Янко;Ейск (эксп.);Пшеница;68660;51520;94211,00;1;
09.12.2022;138;Янко;Ейск (эксп.);Пшеница;68660;51520;94211,00;1;
09.12.2022;138;Янко;Ейск (эксп.);Пшеница;68660;51520;94211,00;1;
09.12.2022;138;Татьянка;Мончегорск;Натрия гидроксид (едкий натр, сода каустическая) твердый;61200;01640;92500,00;1;
10.12.2022;138;Владикавказ;Кыштым;Перлит, не поименованный в алфавите;53870;80250;52500,00;1;
09.12.2022;138;Владикавказ;Чемской;Перлит, не поименованный в алфавите;53870;85030;58333,33;1;
10.12.2022;122;Петропавловск;Галаба (эксп.);Мука пшеничная 1 сорта;82000;73640;135000,00;1;
09.12.2022;138;Брест-Центральный (эксп.);Серов-Заводской;Порошок магнезитовый металлургический;13060;77460;140000,00;1;
09.12.2022;150;Татьянка;Душанбе I;Поливинилхлорид;61200;74520;175000,00;1;
10.12.2022;158;Татьянка;Душанбе I;Поливинилхлорид;61200;74520;175000,00;1;
09.12.2022;138;Керамик;Симферополь-Грузовой;Сборная повагонная отправка;78100;85680;129166,67;1;
09.12.2022;138;Керамик;Симферополь-Грузовой;Плитки керамические, не поименованные в алфавите;78100;85680;129166,67;1;
11.12.2022;138;Соликамск;Апшерон;Фанера клееная;76960;54800;160000,00;1;
09.12.2022;138;Кая;Богданович;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;79320;37500,00;1;
11.12.2022;138;Брест-Центральный (эксп.);Апшерон;Маслины (оливки) консервированные;13060;54800;180000,00;1;
02.11.2022;138;Алтайская;Рябово;Утиль-сырье;84000;04250;52900,00;1;
19.10.2022;138;Батайск;Гуково;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;51000;58040;69000,00;1;
03.11.2022;138;Батайск;Краснодар I;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;51000;52440;29900,00;1;
10.10.2022;138;Батарейная;Северобайкальск;Грузы, не входящие ни в одну из указанных выше групп и позиций етснг, а также грузы, для которых не установлено отдельных тарифов;93260;90320;69000,00;1;
11.11.2022;138;Кавказская;Архангельск-Город;Машины, оборудование и их части, кроме машин сельскохозяйственных;52000;29050;46000,00;1;
09.10.2022;138;Кавказская;Инская;Машины, оборудование и их части, кроме машин сельскохозяйственных;52000;85000;16100,00;1;
03.11.2022;138;Люблино-Сортировочное;Батайск;Машины, оборудование и их части, кроме машин сельскохозяйственных;19000;51000;34500,00;1;
29.10.2022;138;Люблино-Сортировочное;Лигово;Машины, оборудование и их части, кроме машин сельскохозяйственных;19000;03450;32200,00;1;
20.11.2022;138;Мытищи;Калининград-Сортировочный;Части железнодорожного подвижного состава и верхнего строения пути, кроме рельсов;23480;10000;25300,00;1;
03.10.2022;138;Обь;Решетниково;Смолы синтетические и пластические массы;85010;06110;50600,00;1;
09.12.2022;161;Бердск;Забайкальск (эксп.КЖД);Семена масличных культур, не поименованные в алфавите;85310;94700;210000,00;1;
09.12.2022;161;Бердск;Забайкальск (эксп.КЖД);Семена масличных культур, не поименованные в алфавите;85310;94700;210000,00;1;
09.12.2022;161;Бердск;Забайкальск (эксп.КЖД);Семена масличных культур, не поименованные в алфавите;85310;94700;210000,00;1;
09.12.2022;161;Бердск;Забайкальск (эксп.КЖД);Семена масличных культур, не поименованные в алфавите;85310;94700;210000,00;1;
09.12.2022;161;Бердск;Забайкальск (эксп.КЖД);Семена масличных культур, не поименованные в алфавите;85310;94700;210000,00;1;
09.12.2022;161;Бердск;Забайкальск (эксп.КЖД);Семена масличных культур, не поименованные в алфавите;85310;94700;210000,00;1;
09.12.2022;161;Бердск;Забайкальск (эксп.КЖД);Семена масличных культур, не поименованные в алфавите;85310;94700;210000,00;1;
09.12.2022;138;Межег;Апшерон;Фанера клееная;28200;54800;137000,00;1;
10.12.2022;138;Щелково;Коргасын;Молоко и молокосодержащие продукты сгущенные, в том числе с какао и кофе;23550;69850;125000,00;1;
10.12.2022;138;Черкасов Камень;Тында;Взрывчатые материалы;86380;91000;170833,33;1;
10.12.2022;138;Крейда;Чукурсай;Молоко и молокосодержащие продукты сгущенные, в том числе с какао и кофе;43590;72000;150000,00;1;
11.12.2022;138;Могилев II;Сороковая;Плитки керамические, не поименованные в алфавите;15650;69020;160000,00;1;
09.12.2022;161;Суходрев;Гыпджак;Сборная повагонная отправка;18410;75300;190000,00;1;
10.12.2022;122;Мамлютка;Серхетабат (эксп.);Пшеница;82620;75620;170000,00;1;
10.12.2022;122;Мамлютка;Серхетабат (эксп.);Мука пшеничная 1 сорта;82620;75620;170000,00;1;
10.12.2022;122;Мамлютка;Серхетабат (эксп.);Мука пшеничная 1 сорта;82620;75620;170000,00;1;
10.12.2022;138;Придача;Аламедин;Дрожжи хлебопекарные прессованные и сухие;59710;71690;150000,00;1;
09.12.2022;122;Костанай;Серхетабат (эксп.);Пшеница;68400;75620;54000,00;1;
11.12.2022;138;Костанай;Серхетабат (эксп.);Пшеница;68400;75620;215000,00;1;
09.12.2022;122;Костанай;Серхетабат (эксп.);Пшеница;68400;75620;54000,00;1;
09.12.2022;122;Костанай;Серхетабат (эксп.);Пшеница;68400;75620;52200,00;1;
09.12.2022;122;Костанай;Серхетабат (эксп.);Пшеница;68400;75620;48600,00;1;
09.12.2022;122;Костанай;Серхетабат (эксп.);Пшеница;68400;75620;50400,00;1;
09.12.2022;122;Костанай;Серхетабат (эксп.);Мука пшеничная, не поименованная в алфавите;68400;75620;45000,00;1;
09.12.2022;122;Костанай;Серхетабат (эксп.);Мука пшеничная, не поименованная в алфавите;68400;75620;45000,00;1;
10.12.2022;122;Костанай;Серхетабат (эксп.);Мука пшеничная, не поименованная в алфавите;68400;75620;50400,00;1;
09.12.2022;138;Беловодская;Хырдалан;Чечевица;71610;54670;110000,00;1;
11.12.2022;138;Татьянка;Беркакит;Магния хлорид (магний хлористый, бишофит);61200;91140;190000,00;1;
22.10.2022;138;Алтайская;Рябово;Резина, изделия резино-технические и эбонитовые;84000;04250;69000,00;1;
09.12.2022;138;Заречная;Джалолиддини Руми;Мука пшеничная высшего сорта;51070;74650;186000,00;1;
09.12.2022;138;Заречная;Джалолиддини Руми;Мука пшеничная высшего сорта;51070;74650;186000,00;1;
09.12.2022;138;Заречная;Джалолиддини Руми;Мука пшеничная высшего сорта;51070;74650;186000,00;1;
09.12.2022;138;Заречная;Джалолиддини Руми;Мука пшеничная высшего сорта;51070;74650;186000,00;1;
09.12.2022;138;Заречная;Джалолиддини Руми;Мука пшеничная высшего сорта;51070;74650;186000,00;1;
09.12.2022;138;Плавица;Жеты-Су;Сахар-песок;59790;70030;130000,00;1;
09.12.2022;138;Плавица;Жеты-Су;Сахар-песок;59790;70030;130000,00;1;
10.12.2022;138;Болотная;Санкт-Петербург-Тов.-Московский;Пшеница;85440;03180;85833,33;1;
10.12.2022;138;Болотная;Санкт-Петербург-Тов.-Московский;Пшеница;85440;03180;85833,33;1;
10.12.2022;138;Болотная;Санкт-Петербург-Тов.-Московский;Пшеница;85440;03180;85833,33;1;
09.12.2022;158;Талдыкорган;Чебоксары;Аккумуляторы и батареи аккумуляторные электрические;70180;24850;60000,00;1;
19.10.2022;138;Алейская;Валуйки;Машины, оборудование и их части, кроме машин сельскохозяйственных;84430;43830;69000,00;1;
09.12.2022;138;Колпны;Яшкино;Сахар-песок;20890;87320;90000,00;1;
09.12.2022;138;Колпны;Яшкино;Сахар-песок;20890;87320;90000,00;1;
10.12.2022;161;Углеуральская;Поти (эксп.);Гексаметилентетрамин (уротропин) водный раствор;76820;57220;160000,00;1;
09.12.2022;158;Талдыкорган;Костариха;Аккумуляторы и батареи аккумуляторные электрические;70180;26120;50000,00;1;
10.12.2022;138;Чкалово;Серхетабат (эксп.);Пшеница;68810;75620;190000,00;1;
10.12.2022;138;Наушки (эксп. АО "УБЖД": участок Сухабаатар - Улаанбаатар (искл.));Асбест;Руда флюоритовая (шпат плавиковый, флюорит, концентрат флюоритовый);93700;79380;20000,00;1;
10.12.2022;138;Алейская;Локомотивстрой;Крупа гречневая (ядрица);84430;51330;87500,00;1;
10.12.2022;158;Брянск-Льговский;Алматы 2;Тетради ученические;20000;70010;126000,00;1;
10.12.2022;138;Брест-Центральный (эксп.);Жанааул;Изделия строительные из камня природного, не поименованные в алфавите;13060;67410;189000,00;1;
02.11.2022;138;Кавказская;Кемерово-Сортировочное;Машины, оборудование и их части, кроме машин сельскохозяйственных;52000;87000;46000,00;1;
09.12.2022;150;Достык (эксп.);Орехово-Зуево;Паста и пюре томатные;70850;23000;55000,00;1;
09.12.2022;161;Достык (эксп.);Орехово-Зуево;Паста и пюре томатные;70850;23000;55000,00;1;
09.12.2022;138;Достык (эксп.);Орехово-Зуево;Паста и пюре томатные;70850;23000;55000,00;1;
09.12.2022;138;Достык (эксп.);Орехово-Зуево;Паста и пюре томатные;70850;23000;55000,00;1;
10.12.2022;158;Талдыкорган;Ростов-Западный;Аккумуляторы и батареи аккумуляторные электрические;70180;51040;100000,00;1;
09.12.2022;138;Колпны;Минусинск;Сахар-песок;20890;88830;102500,00;1;
10.12.2022;138;Благовещенск;Черкасов Камень;Шрот кормовой, не поименованный в алфавите;95470;86380;83333,33;1;
09.12.2022;138;Иланка;Санкт-Петербург-Тов.-Московский;Зерно гороха;89360;03180;91666,67;1;
03.10.2022;138;Кавказская;Абакан;Машины, оборудование и их части, кроме машин сельскохозяйственных;52000;88800;23000,00;1;
23.11.2022;138;Кавказская;Уяр;Машины, оборудование и их части, кроме машин сельскохозяйственных;52000;89270;18400,00;1;
09.12.2022;138;Иланка;Волосово;Ячмень;89360;07400;91666,67;1;
10.12.2022;138;Иланка;Волосово;Ячмень;89360;07400;91666,67;1;
09.12.2022;150;Маарду (эксп. через порт Мууга);Алматы 2;Картон тарный;08220;70010;119000,00;1;
07.12.2022;158;Мууга (эксп.);Алматы 2;Какао в бобах (сырье);08190;70010;119000,00;1;
09.12.2022;138;Великий Устюг;Ханака;Фанера клееная;29970;74560;190000,00;1;
10.12.2022;138;Брест-Центральный (эксп.);Риддер;Кирпич кислотоупорный и огнеупорный (бокситовый, магнезитовый, сифонный, тальковый, фасонный, хромомагнезитовый и др.), не поименованный в алфавите;13060;71360;224000,00;1;
11.12.2022;138;Брест-Центральный (эксп.);Риддер;Кирпич кислотоупорный и огнеупорный (бокситовый, магнезитовый, сифонный, тальковый, фасонный, хромомагнезитовый и др.), не поименованный в алфавите;13060;71360;224000,00;1;
10.12.2022;138;Кая;Вязьма-Новоторжская;Шрот, содержащий не более 1.5 % масла и не более 11 % влаги;93280;17410;37000,00;1;
09.12.2022;150;Ворсма;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Плиты и плитки гипсовые;26920;93710;171948,00;1;
08.11.2022;138;Кавказская;Батарейная;Машины, оборудование и их части, кроме машин сельскохозяйственных;52000;93260;52900,00;1;
09.12.2022;138;Орехово-Зуево;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;23000;93710;150000,00;1;
09.12.2022;138;Орехово-Зуево;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;23000;93710;150000,00;1;
09.12.2022;138;Ногинск;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;23100;93710;150000,00;1;
09.12.2022;138;Ногинск;Наушки (эксп. АО "УБЖД": участок Улаанбаатар (вкл.) и далее);Тара стеклянная новая, не поименованная в алфавите;23100;93710;150000,00;1;
10.12.2022;158;Смычка;Куранах;Шары стальные помольные;77000;91410;185000,00;1;
10.12.2022;138;Смычка;Куранах;Шары стальные помольные;77000;91410;185000,00;1;
05.10.2022;138;Могоча;Сольвычегодск;Пиломатериалы;95080;28000;69000,00;1;
09.12.2022;161;Алейская;Хасан (эксп.);Мука пшеничная высшего сорта;84430;98710;230000,00;1;
09.12.2022;161;Алейская;Хасан (эксп.);Мука пшеничная высшего сорта;84430;98710;230000,00;1;
